name,source_group,has_binding,has_functional,has_biased,has_oligomers,has_downstream,has_neuroimaging,has_pk_routes,has_conc_effect,has_metabolism,has_drug_interactions,has_pgx,has_tolerance,has_off_targets,has_identifiers,confidence
Rolicyclidine,arylcyclohexylamines,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,low
Rolziracetam,ampakines-and-racetams,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,low
Ronlax,gaba-depressants-other,no,no,no,no,yes,no,yes,no,yes,no,yes,yes,no,yes,medium
RTI-113,stimulants-dat-inhibitors,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,medium
RTI-133,stimulants-dat-inhibitors,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,low
RTI-150,stimulants-dat-inhibitors,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,medium
RTI-55,stimulants-dat-inhibitors,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,yes,high
S-(+)-MDMA,mdma-and-entactogens,yes,no,no,no,yes,no,yes,no,yes,no,yes,yes,no,yes,high
S-18986,ampakines-and-racetams,no,yes,no,no,yes,no,no,no,no,no,yes,yes,yes,yes,medium
S-3304,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
S-Ketamine,arylcyclohexylamines,yes,no,no,no,yes,no,yes,no,yes,no,yes,yes,no,yes,high
Sabroxy,gaba-depressants-other,yes,no,no,no,yes,no,no,no,yes,no,yes,yes,no,yes,low
Salvinicin A,dysdelics-and-kor-ligands,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,low
Salvinicin B,dysdelics-and-kor-ligands,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,low
Salvinorin A,dysdelics-and-kor-ligands,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,high
Salvinorin B,dysdelics-and-kor-ligands,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,high
Salvinorin B ethoxymethyl ether,dysdelics-and-kor-ligands,yes,yes,yes,no,yes,no,no,no,no,no,yes,yes,no,no,high
Salvinorin C,dysdelics-and-kor-ligands,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,medium
Salvinorin D,dysdelics-and-kor-ligands,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,medium
Salvinorin E,dysdelics-and-kor-ligands,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Salvinorin F,dysdelics-and-kor-ligands,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Scopolamine,deliriants-anticholinergics,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,high
Scorodocarpine B,serotonergic-phenethylamine-psychedelics,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,medium
Scorodocarpine C,serotonergic-phenethylamine-psychedelics,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,medium
Secobarbital,gaba-depressants-other,no,no,no,no,yes,no,yes,no,yes,no,yes,yes,no,yes,medium
Selank,nootropics-other,no,yes,no,no,yes,no,yes,no,yes,no,yes,yes,no,yes,medium
Seletracetam,ampakines-and-racetams,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,medium
Semax,nootropics-other,no,yes,no,no,yes,no,yes,no,yes,no,yes,yes,no,yes,medium
ser-100,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Serdexmethylphenidate,stimulants-dat-inhibitors,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,yes,high
serotonin,serotonergic-tryptamines-and-lsd,no,no,no,no,yes,no,no,no,yes,no,yes,yes,no,yes,high
serotonin(1+),serotonergic-tryptamines-and-lsd,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,high
Sertraline,prescription-psychiatrics,yes,no,no,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,high
sirpiglenastat,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
SL-164,gaba-depressants-other,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,low
Sonata,benzos-and-z-drugs,yes,no,no,no,yes,no,yes,no,yes,yes,no,yes,no,yes,high
SoRI-20041,stimulants-dat-inhibitors,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes,medium
ST-1936,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Sufentanil,designer-opioids,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,high
Sulbutiamine,nootropics-other,no,no,no,no,yes,no,yes,no,no,no,yes,yes,no,yes,medium
Sulforaphane,nootropics-other,no,yes,no,no,yes,no,yes,no,yes,no,yes,yes,no,yes,high
Sunifiram,ampakines-and-racetams,no,yes,no,no,yes,no,no,no,no,no,yes,yes,no,yes,low
T,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
T22,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
TAK-448,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Tametraline,stimulants-dat-inhibitors,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,low
Tapentadol,classical-opioids,yes,yes,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,high
Temazepam,benzos-and-z-drugs,no,no,no,no,yes,no,yes,no,yes,no,yes,yes,no,yes,high
Tetrahydrofuran-fentanyl,designer-opioids,no,no,no,no,yes,no,no,no,yes,yes,yes,yes,yes,no,low
TETRAHYDROHARMINE,serotonergic-tryptamines-and-lsd,yes,yes,no,no,yes,no,yes,no,yes,yes,yes,yes,no,yes,high
Tetrazepam,benzos-and-z-drugs,no,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,low
Th-pvp,stimulants-cathinones,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,low
Thiopental,gaba-depressants-other,no,no,no,no,yes,no,yes,no,yes,no,yes,yes,no,yes,high
Tianeptine,nootropics-other,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,high
Tianeptine sodium,nootropics-other,no,no,no,no,yes,no,yes,no,no,no,yes,yes,no,yes,high
Tiletamine,arylcyclohexylamines,yes,no,no,no,yes,no,no,no,yes,no,yes,yes,no,yes,medium
Tilidine,classical-opioids,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,no,yes,medium
Tilmetamine,arylcyclohexylamines,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,low
TMA-2,serotonergic-phenethylamine-psychedelics,yes,yes,no,no,yes,no,yes,no,yes,no,no,no,no,yes,medium
TMA-6,serotonergic-phenethylamine-psychedelics,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,low
TMC-2A,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
TMC-2B,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Tolibut,gaba-depressants-other,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,low
Tramadol,classical-opioids,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,high
Tranylcypromine,prescription-psychiatrics,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,high
Trazodone,serotonergic-phenethylamine-psychedelics,yes,no,no,no,yes,no,yes,no,yes,yes,yes,no,no,yes,high
tri-L-tryptophan,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Triazolam,benzos-and-z-drugs,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,no,yes,high
Tropoxane,stimulants-dat-inhibitors,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,low
tryptamine,serotonergic-tryptamines-and-lsd,yes,yes,no,no,yes,no,no,no,yes,no,yes,yes,no,yes,high
tryptamine hydrochloride,serotonergic-tryptamines-and-lsd,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,medium
Tryptamine-d4 Hydrochloride,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
tryptaminium,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
tryptophan,serotonergic-tryptamines-and-lsd,no,no,no,no,yes,no,yes,no,yes,no,yes,yes,no,yes,high
tryptophanamide,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
tryptophanate,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
tryptophanium,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
tryptophylglycine,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Tuinal,gaba-depressants-other,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,high
Tyramine,stimulants-amphetamines,no,yes,no,no,yes,no,yes,no,yes,yes,no,no,no,yes,high
U-47700,designer-opioids,yes,no,no,no,yes,no,yes,no,yes,no,yes,yes,no,yes,high
U-49900,designer-opioids,no,no,no,no,yes,no,no,no,yes,no,yes,yes,no,yes,medium
U-51754,classical-opioids,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,medium
Unifiram,ampakines-and-racetams,no,yes,no,no,yes,no,no,no,no,no,yes,yes,no,yes,low
Valerylfentanyl,designer-opioids,no,no,no,no,yes,no,no,no,yes,yes,yes,yes,yes,no,low
Varenicline,nootropics-other,yes,yes,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,high
Vilazodone,serotonergic-phenethylamine-psychedelics,yes,no,no,no,yes,no,yes,no,yes,yes,no,no,no,yes,high
Viloxazine,stimulants-dat-inhibitors,yes,no,no,no,yes,no,yes,no,yes,yes,yes,no,no,yes,high
Vinpocetine,nootropics-other,no,yes,no,no,yes,no,yes,no,yes,no,yes,yes,no,yes,medium
Vyvanse,stimulants-dat-inhibitors,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,high
W-15,classical-opioids,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,high
WIN-35428,stimulants-dat-inhibitors,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes,high
Xenopsin (Xenopus amieti),serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
YM-280193,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Yopo,mdma-and-entactogens,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,high
zep-3,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Ziprasidone,serotonergic-phenethylamine-psychedelics,yes,no,no,no,yes,no,yes,no,yes,yes,no,no,yes,yes,high
Zolazepam,benzos-and-z-drugs,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,low
zolmitriptan,serotonergic-tryptamines-and-lsd,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,high
Zolpidem,benzos-and-z-drugs,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,high
Zopiclone,benzos-and-z-drugs,yes,no,no,no,yes,no,yes,no,yes,yes,no,yes,yes,yes,high
zoptarelin doxorubicin,serotonergic-phenethylamine-psychedelics,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,high
α-methyl-5-HT,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
α-Pyrrolidinopentiophenone,stimulants-cathinones,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,high
Βh-2c-b,serotonergic-phenethylamine-psychedelics,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,low
